respondent_id,A1_respondent_type,A2_lives_in_dubai,A3_residency_status,A4_age_group,B1_purchase_frequency,B2_monthly_clothing_spend_aed,B3_where_buy,B4_frustrations,B5_price_importance,B5_brand_importance,B5_quality_importance,B5_sustainability_importance,B5_uniqueness_importance,B5_convenience_importance,C1_bought_secondhand,C2_thrift_familiarity,C3_value_for_money,C3_good_for_environment,C3_hygiene_worry,C3_quality_worry,C3_socially_accepted,C3_finds_unique,C4_barriers,D1_concept_interest,D2_visit_likelihood_3mo,D3_categories_buy,D4_choice_drivers,D5_wtp_jeans_aed,D5_wtp_dress_aed,D5_wtp_jacket_aed,D6_max_spend_visit_aed,D7_shop_mode_pref,D8_travel_distance,E1_sell_back,E2_discovery_channel,E3_loyalty_interest,E4_recommend_likelihood,F1_gender,F2_field_industry,F3_area_dubai,F4_disposable_income_band,A4_age_code,B1_freq_code,C1_secondhand_code,D8_distance_code,F4_income_code,B3_buy_fast_fashion_h_m_shein_type,B3_buy_malls_brand_stores,B3_buy_online_marketplaces,B3_buy_outlet_stores,B3_buy_second_hand_thrift,B3_buy_social_media_sellers,B4_frustr_hard_to_find_unique_pieces,B4_frustr_none_stated,B4_frustr_not_sustainable,B4_frustr_poor_fast_fashion_quality,B4_frustr_same_styles_everywhere,B4_frustr_sizing_issues,B4_frustr_too_expensive,C4_barrier_don_t_know_where_to_shop,C4_barrier_hygiene_concerns,C4_barrier_nothing_i_m_open_to_it,C4_barrier_quality_concerns,C4_barrier_sizing_fit,C4_barrier_social_stigma,D3_cat_accessories,D3_cat_athleisure_sportswear,D3_cat_bags,D3_cat_denim_jeans,D3_cat_dresses,D3_cat_formal_office_wear,D3_cat_modest_wear_abayas,D3_cat_outerwear_jackets,D3_cat_shoes,D3_cat_tops_t_shirts,D4_driver_convenient_location,D4_driver_curated_quality,D4_driver_guaranteed_cleanliness_sanitisation,D4_driver_low_prices,D4_driver_loyalty_rewards,D4_driver_online_ordering_delivery,D4_driver_sustainability_mission,D4_driver_trendy_curated_styles,E2_disc_flyers_events,E2_disc_google_maps,E2_disc_influencers,E2_disc_instagram,E2_disc_tiktok,E2_disc_university_campus,E2_disc_word_of_mouth,target_likely_customer,advocacy_score,n_categories_interested
R1166,Young working professional,Yes,Expat - long-term resident,28-34,2-3 times a month,950.0,Malls / brand stores; Online marketplaces,Poor fast-fashion quality; Not sustainable,2,3,3,3,4,4,Never,3.0,2,4,4,4,2,3,Sizing / fit,1,1,Tops / T-shirts; Formal / office wear; Outerwear / jackets; Modest wear / abayas,Low prices; Convenient location; Loyalty rewards,95.0,140,220,200.0,Both,Only my neighbourhood,"Yes, sell",TikTok; Google / Maps,3.0,1,Female,Engineering,Marina / JBR,"5,001-8,000",3,4,0,1,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1.0,4
R1804,University student,Yes,Expat - student visa,18-22,Rarely,140.0,"Fast fashion (H&M, Shein-type)",Too expensive; Poor fast-fashion quality; Not sustainable,3,2,3,3,2,4,Never,3.0,3,2,4,3,2,2,Quality concerns; Don't know where to shop,3,3,Outerwear / jackets; Shoes; Bags; Athleisure / sportswear; Modest wear / abayas,Loyalty rewards,60.0,75,95,100.0,Online only,Up to 15 min,No,Instagram; University / campus; Google / Maps,4.0,3,Female,IT / Computer Science,International City,"Under 1,000",1,1,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,3.0,5
R1951,University student,Yes,Expat - student visa,23-27,2-3 times a month,150.0,Online marketplaces; Second-hand / thrift; Outlet stores,Poor fast-fashion quality; Hard to find unique pieces,4,2,5,2,5,4,"Yes, regularly",4.0,4,3,4,5,4,5,Hygiene concerns,4,3,Tops / T-shirts; Formal / office wear; Outerwear / jackets; Bags; Accessories,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Online ordering + delivery; Loyalty rewards,50.0,75,70,90.0,In-store only,Up to 15 min,"Yes, sell",Instagram; Word of mouth; University / campus; Google / Maps; Influencers,3.0,4,Male,Unknown,International City,"Under 1,000",2,4,3,2,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,3.67,5
R1081,University student,Yes,UAE national,18-22,Every few months,70.0,"Fast fashion (H&M, Shein-type)",Too expensive; Poor fast-fashion quality,4,2,3,5,3,4,Never,2.0,3,4,3,4,1,3,Sizing / fit; Social stigma; Don't know where to shop,5,5,Tops / T-shirts; Denim / jeans; Formal / office wear; Bags; Accessories; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Convenient location; Loyalty rewards,30.0,50,55,90.0,Online only,Up to 30 min,Maybe,University / campus; Google / Maps; Influencers,5.0,3,Female,Arts / Design,Downtown,"Under 1,000",1,2,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,4.33,6
R1339,Young working professional,Yes,Expat - long-term resident,23-27,Every few months,360.0,"Malls / brand stores; Fast fashion (H&M, Shein-type)",Too expensive; Same styles everywhere; Not sustainable,2,3,3,3,4,3,"Yes, regularly",5.0,3,2,2,2,4,3,Nothing - I'm open to it,4,3,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Shoes; Accessories; Modest wear / abayas,Guaranteed cleanliness / sanitisation; Curated quality; Convenient location; Online ordering + delivery; Loyalty rewards,70.0,95,340,470.0,In-store only,Up to 30 min,"Yes, donate",Instagram; TikTok; Google / Maps,3.0,4,Female,Engineering,International City,"2,501-5,000",2,2,3,3,3,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,3.67,7
R1695,Recent graduate,Yes,Expat - student visa,23-27,Rarely,230.0,Malls / brand stores; Online marketplaces; Second-hand / thrift; Outlet stores; Social-media sellers,Too expensive,4,3,5,3,3,5,Never,2.0,3,3,4,3,2,2,Quality concerns,3,3,Dresses; Shoes; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Loyalty rewards; Trendy / curated styles,65.0,105,145,120.0,Both,Up to 15 min,No,Word of mouth; Flyers / events,4.0,2,Female,Engineering,Silicon Oasis,"1,000-2,500",2,1,0,2,2,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,2.67,3
R1913,Other,Yes,Expat - long-term resident,18-22,2-3 times a month,960.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift",Poor fast-fashion quality; Not sustainable,2,5,4,1,4,2,"Yes, occasionally",4.0,3,2,2,3,4,3,Nothing - I'm open to it,4,4,Tops / T-shirts; Denim / jeans; Outerwear / jackets; Shoes; Bags; Accessories; Athleisure / sportswear,Low prices; Curated quality; Online ordering + delivery; Trendy / curated styles,90.0,165,190,180.0,In-store only,Across the city,"Yes, sell",Instagram; Word of mouth; University / campus; Google / Maps; Influencers,3.0,4,Female,Engineering,Other,"2,501-5,000",1,4,2,4,3,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,4.0,7
R1066,Recent graduate,Yes,Expat - long-term resident,23-27,2-3 times a month,540.0,Malls / brand stores; Second-hand / thrift,Not sustainable; Hard to find unique pieces,1,4,4,3,3,3,Never,3.0,3,2,3,3,4,3,Nothing - I'm open to it,2,3,Shoes,Convenient location,140.0,165,205,180.0,Online only,Up to 15 min,"Yes, sell",University / campus; Google / Maps,3.0,2,Female,Marketing,Downtown,"2,501-5,000",2,4,0,2,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.33,1
R1531,Young working professional,Yes,Expat - long-term resident,28-34,Weekly,520.0,"Fast fashion (H&M, Shein-type); Second-hand / thrift",Same styles everywhere,1,3,4,4,2,4,Never,2.0,3,4,2,2,3,4,Nothing - I'm open to it,4,4,Tops / T-shirts; Denim / jeans; Formal / office wear; Outerwear / jackets; Bags; Athleisure / sportswear; Modest wear / abayas,Guaranteed cleanliness / sanitisation; Curated quality; Convenient location; Loyalty rewards; Trendy / curated styles,95.0,155,220,450.0,Online only,Across the city,"Yes, donate",TikTok; Word of mouth; Influencers,4.0,4,Female,Health / Medicine,Deira / Bur Dubai,"5,001-8,000",3,5,0,4,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,4.0,7
R1663,University student,Yes,Short-term / visitor,18-22,Rarely,260.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces",Same styles everywhere; Poor fast-fashion quality; Not sustainable; Hard to find unique pieces,3,1,4,5,4,4,"Yes, occasionally",3.0,4,3,4,5,5,3,Quality concerns; Sizing / fit,3,2,Tops / T-shirts; Denim / jeans; Shoes; Bags; Accessories,Online ordering + delivery; Sustainability mission; Trendy / curated styles,85.0,85,125,90.0,In-store only,Up to 30 min,"Yes, donate",Word of mouth; University / campus; Google / Maps; Influencers; Flyers / events,4.0,4,Male,Business,Marina / JBR,"2,501-5,000",1,1,2,3,3,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,3.0,5
R1508,Recent graduate,Yes,Expat - student visa,23-27,Every few months,260.0,Online marketplaces; Outlet stores,Same styles everywhere,2,2,2,4,3,4,"Yes, occasionally",3.0,4,4,1,3,4,4,Nothing - I'm open to it,3,4,Dresses; Denim / jeans; Shoes; Bags; Accessories; Athleisure / sportswear,Curated quality; Convenient location; Online ordering + delivery; Sustainability mission; Trendy / curated styles,80.0,65,105,110.0,Both,Up to 15 min,No,Instagram; Google / Maps; Flyers / events,3.0,3,Male,Finance,International City,"2,501-5,000",2,2,2,2,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,3.33,6
R1540,Other,Yes,Expat - long-term resident,35+,Every few months,520.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces",Poor fast-fashion quality,1,4,3,3,2,3,Never,3.0,2,1,2,3,3,3,Social stigma,3,3,Tops / T-shirts; Denim / jeans; Formal / office wear; Outerwear / jackets; Modest wear / abayas,Low prices; Online ordering + delivery; Trendy / curated styles,100.0,135,190,230.0,In-store only,Up to 15 min,No,TikTok; Word of mouth; Google / Maps,2.0,3,Male,Other,Marina / JBR,"2,501-5,000",4,2,0,2,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,3.0,5
R1283,University student,Yes,Short-term / visitor,18-22,About monthly,180.0,"Fast fashion (H&M, Shein-type); Social-media sellers",Same styles everywhere; Not sustainable; Hard to find unique pieces,4,3,3,4,1,5,Once or twice,2.0,2,4,3,2,2,2,Quality concerns; Social stigma,4,4,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Shoes; Accessories,Low prices; Curated quality; Convenient location; Online ordering + delivery; Sustainability mission,60.0,80,110,120.0,In-store only,Across the city,No,TikTok; University / campus; Influencers,3.0,4,Female,IT / Computer Science,Marina / JBR,"Under 1,000",1,3,1,4,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,4.0,6
R1883,Recent graduate,Yes,Expat - long-term resident,23-27,About monthly,840.0,"Fast fashion (H&M, Shein-type); Second-hand / thrift",Poor fast-fashion quality; Hard to find unique pieces,1,3,4,5,5,3,Never,3.0,3,4,2,4,4,3,Nothing - I'm open to it,3,3,Dresses; Denim / jeans; Modest wear / abayas,Curated quality; Sustainability mission,75.0,115,170,210.0,In-store only,Up to 15 min,Maybe,Word of mouth; University / campus; Flyers / events,3.0,3,Female,Unknown,Deira / Bur Dubai,"2,501-5,000",2,3,0,2,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3.0,3
R1518,University student,Yes,Expat - long-term resident,18-22,2-3 times a month,200.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Second-hand / thrift",Too expensive; Same styles everywhere; Not sustainable,2,3,3,4,3,2,Never,2.0,2,5,2,3,3,2,Nothing - I'm open to it,3,3,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Shoes; Bags; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Loyalty rewards,95.0,75,135,180.0,In-store only,Across the city,No,Instagram; TikTok; Word of mouth; Flyers / events,3.0,3,Female,Business,International City,"Under 1,000",1,4,0,4,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,3.0,7
R1064,Recent graduate,Yes,Expat - student visa,23-27,About monthly,190.0,"Fast fashion (H&M, Shein-type); Outlet stores",Too expensive; Not sustainable,3,1,4,2,2,4,Once or twice,3.0,3,4,3,2,3,3,Quality concerns; Sizing / fit,3,3,Denim / jeans; Formal / office wear; Shoes; Accessories,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Loyalty rewards,50.0,70,110,160.0,In-store only,Up to 15 min,Maybe,Instagram; TikTok; Google / Maps,4.0,3,Female,Other,Marina / JBR,"1,000-2,500",2,3,1,2,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,3.0,4
R1902,University student,Yes,Expat - long-term resident,18-22,Every few months,90.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Outlet stores",Poor fast-fashion quality; Not sustainable; Sizing issues,4,3,4,3,3,3,"Yes, occasionally",4.0,3,5,2,2,4,3,Quality concerns; Sizing / fit; Social stigma,5,5,Dresses; Denim / jeans; Outerwear / jackets; Bags; Accessories; Athleisure / sportswear,Low prices; Convenient location; Online ordering + delivery; Loyalty rewards; Sustainability mission; Trendy / curated styles,40.0,60,90,90.0,Online only,Across the city,Maybe,TikTok; University / campus; Google / Maps,4.0,5,Male,Business,Marina / JBR,"1,000-2,500",1,2,2,4,2,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,5.0,6
R1264,Young working professional,Yes,Expat - long-term resident,28-34,Every few months,430.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Outlet stores",Same styles everywhere,5,3,3,2,2,3,Never,3.0,2,3,2,2,3,3,Sizing / fit,3,2,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Outerwear / jackets; Shoes; Bags; Accessories; Athleisure / sportswear,Low prices; Curated quality; Trendy / curated styles,115.0,85,190,250.0,In-store only,Up to 15 min,No,Instagram; TikTok; Word of mouth; Google / Maps; Flyers / events,3.0,2,Female,Engineering,Silicon Oasis,"5,001-8,000",3,2,0,2,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,2.33,9
R1864,University student,Yes,Expat - student visa,18-22,Rarely,140.0,Malls / brand stores; Second-hand / thrift; Outlet stores,Too expensive; Same styles everywhere; Poor fast-fashion quality,5,4,4,2,3,4,"Yes, occasionally",3.0,3,3,3,3,3,2,Nothing - I'm open to it,4,3,Dresses; Denim / jeans; Formal / office wear; Outerwear / jackets; Shoes; Bags; Accessories; Athleisure / sportswear,Low prices; Convenient location; Online ordering + delivery; Loyalty rewards; Trendy / curated styles,40.0,75,95,100.0,Both,Up to 30 min,No,Instagram; Influencers,3.0,4,Male,Marketing,Silicon Oasis,"1,000-2,500",1,1,2,3,2,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,3.67,8
R1582,University student,Yes,Expat - student visa,23-27,Every few months,240.0,Outlet stores,Hard to find unique pieces,3,4,3,3,2,3,Never,4.0,4,5,1,2,2,3,Hygiene concerns,4,4,Shoes; Bags; Modest wear / abayas,Low prices; Loyalty rewards; Sustainability mission; Trendy / curated styles,40.0,85,105,160.0,Both,Across the city,No,University / campus,3.0,3,Female,Engineering,International City,"1,000-2,500",2,2,0,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,3.67,3
R1514,University student,Yes,UAE national,18-22,Every few months,140.0,Malls / brand stores; Second-hand / thrift,Too expensive; Poor fast-fashion quality,3,3,4,2,4,4,Once or twice,2.0,4,1,2,3,2,3,Hygiene concerns,3,4,Tops / T-shirts; Outerwear / jackets; Accessories; Athleisure / sportswear; Modest wear / abayas,Low prices; Curated quality; Sustainability mission; Trendy / curated styles,55.0,80,115,90.0,Both,Across the city,"Yes, sell",Instagram; Google / Maps,3.0,3,Male,Business,Marina / JBR,"Under 1,000",1,2,1,4,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,3.33,5
R1739,University student,Yes,Expat - student visa,18-22,Every few months,170.0,"Fast fashion (H&M, Shein-type); Outlet stores",Too expensive,3,3,4,3,2,4,Never,3.0,2,4,4,2,2,1,Nothing - I'm open to it,4,3,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Shoes; Athleisure / sportswear; Modest wear / abayas,Low prices; Convenient location; Online ordering + delivery; Loyalty rewards,40.0,40,80,180.0,In-store only,Up to 30 min,No,Instagram; University / campus,3.0,4,Female,IT / Computer Science,Silicon Oasis,"Under 1,000",1,2,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,3.67,7
R1776,Recent graduate,Yes,UAE national,23-27,Every few months,300.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Outlet stores; Social-media sellers",Too expensive; Poor fast-fashion quality; Hard to find unique pieces,2,2,4,3,2,3,Once or twice,3.0,3,2,3,3,4,3,Quality concerns,3,2,Tops / T-shirts; Denim / jeans; Formal / office wear; Outerwear / jackets; Accessories,Convenient location; Trendy / curated styles,75.0,80,135,220.0,In-store only,Only my neighbourhood,"Yes, sell",TikTok; Word of mouth; Google / Maps,4.0,3,Male,Marketing,Deira / Bur Dubai,"2,501-5,000",2,2,1,1,3,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2.67,5
R1984,University student,Yes,Expat - long-term resident,18-22,Rarely,190.0,"Fast fashion (H&M, Shein-type); Online marketplaces; Outlet stores",Same styles everywhere; Not sustainable,3,3,3,3,3,3,Never,1.0,3,4,3,2,2,2,Social stigma; Don't know where to shop,4,3,Dresses; Denim / jeans; Formal / office wear; Shoes; Accessories,Low prices; Guaranteed cleanliness / sanitisation; Online ordering + delivery; Loyalty rewards,40.0,70,80,130.0,Both,Up to 15 min,"Yes, donate",Instagram; TikTok; Word of mouth; University / campus; Google / Maps; Flyers / events,4.0,3,Female,Marketing,Deira / Bur Dubai,"1,000-2,500",1,1,0,2,2,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,3.33,5
R1296,Other,Yes,Short-term / visitor,23-27,Rarely,170.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Social-media sellers",Too expensive; Same styles everywhere; Poor fast-fashion quality; Sizing issues,2,3,5,3,4,3,"Yes, occasionally",3.0,4,3,5,4,2,3,Hygiene concerns; Quality concerns; Sizing / fit,3,3,Denim / jeans; Outerwear / jackets; Shoes; Accessories; Athleisure / sportswear,Low prices; Guaranteed cleanliness / sanitisation; Curated quality; Online ordering + delivery; Loyalty rewards; Trendy / curated styles,55.0,80,105,180.0,Both,Up to 30 min,Maybe,Instagram; Word of mouth,4.0,3,Male,Other,Deira / Bur Dubai,"1,000-2,500",2,1,2,3,2,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,3.0,5
R1843,University student,Yes,Expat - student visa,23-27,Every few months,220.0,"Fast fashion (H&M, Shein-type); Online marketplaces",Not sustainable,4,4,2,4,2,4,Never,3.0,2,4,3,2,3,3,Sizing / fit,4,4,Tops / T-shirts; Dresses; Outerwear / jackets; Shoes; Accessories; Modest wear / abayas,Convenient location; Sustainability mission,60.0,80,100,180.0,Online only,Across the city,"Yes, donate",TikTok; Word of mouth; University / campus,3.0,4,Male,Arts / Design,Deira / Bur Dubai,"1,000-2,500",2,2,0,4,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,4.0,6
R1837,Other,Yes,UAE national,35+,About monthly,860.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Second-hand / thrift; Social-media sellers",Too expensive; Poor fast-fashion quality,1,3,4,5,4,3,"Yes, regularly",4.0,4,4,3,2,5,4,Nothing - I'm open to it,4,4,Tops / T-shirts; Dresses; Denim / jeans; Formal / office wear; Outerwear / jackets; Accessories; Athleisure / sportswear; Modest wear / abayas,Loyalty rewards; Sustainability mission; Trendy / curated styles,120.0,140,165,300.0,Both,Up to 30 min,Maybe,Instagram; Word of mouth; Google / Maps,4.0,4,Female,Arts / Design,Marina / JBR,"5,001-8,000",4,3,3,3,4,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,4.0,8
R1261,Young working professional,Yes,Expat - long-term resident,23-27,Every few months,490.0,Malls / brand stores; Online marketplaces; Social-media sellers,Hard to find unique pieces,3,3,3,4,2,3,"Yes, regularly",4.0,4,4,1,4,3,3,Nothing - I'm open to it,4,4,Tops / T-shirts; Denim / jeans; Formal / office wear; Outerwear / jackets; Shoes; Bags; Accessories; Athleisure / sportswear; Modest wear / abayas,Loyalty rewards; Sustainability mission; Trendy / curated styles,75.0,155,215,210.0,In-store only,Only my neighbourhood,"Yes, sell",Instagram; TikTok; Word of mouth; University / campus,5.0,4,Male,Arts / Design,Other,"2,501-5,000",2,2,3,1,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,4.0,9
R1659,University student,Yes,Expat - student visa,18-22,Every few months,170.0,"Malls / brand stores; Fast fashion (H&M, Shein-type); Online marketplaces; Second-hand / thrift",Sizing issues; Hard to find unique pieces,4,4,3,3,5,3,"Yes, occasionally",4.0,5,3,2,2,5,4,Nothing - I'm open to it,5,5,Tops / T-shirts; Formal / office wear; Shoes; Accessories; Athleisure / sportswear; Modest wear / abayas,Sustainability mission; Trendy / curated styles,95.0,85,125,320.0,Online only,Across the city,Maybe,TikTok; Word of mouth; University / campus; Google / Maps,2.0,5,Female,Finance,Marina / JBR,"1,000-2,500",1,2,2,4,2,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,5.0,6
R1504,Recent graduate,Yes,Expat - long-term resident,23-27,About monthly,260.0,Online marketplaces; Social-media sellers,Too expensive; Same styles everywhere; Hard to find unique pieces,1,4,3,3,3,2,"Yes, occasionally",2.0,3,3,2,3,5,2,Social stigma,3,3,Dresses; Denim / jeans; Formal / office wear,Guaranteed cleanliness / sanitisation; Online ordering + delivery; Loyalty rewards,95.0,120,160,380.0,Online only,Only my neighbourhood,"Yes, sell",Instagram; Word of mouth; University / campus; Google / Maps,3.0,3,Male,Health / Medicine,Marina / JBR,"5,001-8,000",2,3,2,1,4,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,3.0,3
R1983,Recent graduate,Yes,Expat - student visa,23-27,Every few months,400.0,Malls / brand stores,Too expensive; Same styles everywhere; Not sustainable; Sizing issues,4,3,3,3,3,5,Never,3.0,2,4,3,3,3,3,Social stigma; Don't know where to shop,4,5,Tops / T-shirts; Dresses; Denim / jeans; Bags; Athleisure / sportswear,Convenient location,75.0,70,130,220.0,In-store only,Up to 15 min,No,TikTok; Word of mouth; Google / Maps; Influencers,3.0,3,Female,Engineering,Marina / JBR,"2,501-5,000",2,2,0,2,3,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,4.0,5
R1813,Recent graduate,Yes,Expat - student visa,23-27,About monthly,300.0,"Malls / brand stores; Fast fashion (H&M, Shein-type)",Too expensive,3,4,3,3,1,3,Never,1.0,1,3,4,3,1,2,Quality concerns; Social stigma; Don't know where to shop,3,3,Tops / T-shirts; Dresses; Denim / jeans; Outerwear / jackets; Shoes; Accessories; Athleisure / sportswear,Guaranteed cleanliness / sanitisation; Sustainability mission; Trendy / curated styles,85.0,85,95,140.0,Both,Up to 15 min,No,TikTok; Word of mouth; Google / Maps,3.0,2,Female,Marketing,Other,"Under 1,000",2,3,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,2.67,7
R1473,University student,Yes,Expat - long-term resident,18-22,2-3 times a month,260.0,Outlet stores; Social-media sellers,Too expensive; Not sustainable; Hard to find unique pieces,3,1,3,1,2,3,Never,3.0,1,2,1,2,3,3,Sizing / fit,5,5,Tops / T-shirts; Dresses; Formal / office wear; Outerwear / jackets; Shoes; Bags; Accessories; Athleisure / sportswear; Modest wear / abayas,Low prices,45.0,40,95,130.0,In-store only,Up to 30 min,No,Instagram; TikTok; University / campus; Influencers; Flyers / events,4.0,5,Female,Business,Marina / JBR,"1,000-2,500",1,4,0,3,2,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,5.0,9
